game_id,game_date,start_time,captured_at,home_team,away_team,home_lag30_winrate,away_lag30_winrate,lag30_winrate_diff,home_lag30_runs_for_avg,away_lag30_runs_for_avg,home_lag30_runs_against_avg,away_lag30_runs_against_avg,lag30_runs_diff,home_rest_days,away_rest_days,rest_diff,home_back2back,away_back2back,back2back_diff,home_games_last_3d,away_games_last_3d,games_last_3d_diff,home_games_last_7d,away_games_last_7d,games_last_7d_diff,rest_pressure_diff,home_log5_strength,away_log5_strength,log5_prob,home_elo_momentum_7d,away_elo_momentum_7d,elo_momentum_7d,home_elo_momentum_30d,away_elo_momentum_30d,elo_momentum_30d,team_form_source_status,team_form_reason,team_form_captured_at
823131,2026-06-01,2026-06-02T01:40:00+00:00,2026-06-01T23:03:22.306671+00:00,Seattle Mariners,New York Mets,0.5862,0.5556,0.0307,4.3793,4.7778,3.3793,4.0,0.2222,1,1,0,True,True,0,5,3,2,8,6,2,-1.0,0.5862,0.5556,0.5312,0.5,0.1667,0.3333,0.0862,0.0556,0.0307,ok,"recent_schedule_notes=Seattle Mariners:ok,New York Mets:ok",2026-06-30T12:09:40.290275+00:00
823132,2026-05-30,2026-05-31T02:10:00+00:00,2026-05-30T22:01:24.114016+00:00,Seattle Mariners,Arizona Diamondbacks,0.5,0.5556,-0.0556,4.3462,4.4815,3.6538,3.5556,-0.2336,1,1,0,True,True,0,2,2,0,6,6,0,0.0,0.5,0.5556,0.4444,0.1667,0.3333,-0.1667,0.0,0.0556,-0.0556,ok,"recent_schedule_notes=Seattle Mariners:ok,Arizona Diamondbacks:ok",2026-06-30T12:09:40.290275+00:00
823133,2026-05-31,2026-05-31T20:10:00+00:00,2026-05-31T20:07:12.119028+00:00,Seattle Mariners,Arizona Diamondbacks,0.5357,0.5357,0.0,4.4643,4.5357,3.6429,3.3929,-0.3214,1,1,0,True,True,0,3,3,0,7,7,0,0.0,0.5357,0.5357,0.5,0.3571,0.0714,0.2857,0.0357,0.0357,0.0,ok,"recent_schedule_notes=Seattle Mariners:ok,Arizona Diamondbacks:ok",2026-06-30T12:09:40.290275+00:00
823204,2026-06-28,2026-06-28T20:05:00+00:00,2026-06-28T18:11:49.085308+00:00,San Francisco Giants,Atlanta Braves,0.4167,0.4286,-0.0119,4.3056,3.5714,4.7222,4.1786,0.1905,1,1,0,True,True,0,5,4,1,9,10,-1,-0.2,0.4167,0.4286,0.4878,0.0556,-0.3,0.3556,-0.0833,-0.0714,-0.0119,ok,"recent_schedule_notes=San Francisco Giants:ok,Atlanta Braves:ok",2026-06-30T12:09:40.290275+00:00
823206,2026-06-26,2026-06-27T02:15:00+00:00,2026-06-26T22:20:58.424642+00:00,San Francisco Giants,Atlanta Braves,0.4118,0.4074,0.0044,4.4118,3.8519,4.9118,4.4444,0.0926,1,1,0,True,True,0,5,5,0,8,9,-1,0.15,0.4118,0.4074,0.5045,0.0,-0.2778,0.2778,-0.0882,-0.0926,0.0044,ok,"recent_schedule_notes=San Francisco Giants:ok,Atlanta Braves:ok",2026-06-30T12:09:40.290275+00:00
823207,2026-06-27,2026-06-28T01:05:00+00:00,2026-06-27T22:11:05.103138+00:00,San Francisco Giants,Atlanta Braves,0.4118,0.4444,-0.0327,4.3824,3.963,4.9118,4.1852,-0.3072,1,1,0,True,True,0,5,4,1,8,9,-1,-0.2,0.4118,0.4444,0.4667,0.0,-0.2778,0.2778,-0.0882,-0.0556,-0.0327,ok,"recent_schedule_notes=San Francisco Giants:ok,Atlanta Braves:ok",2026-06-30T12:09:40.290275+00:00
823208,2026-06-24,2026-06-25T01:45:00+00:00,2026-06-24T23:14:43.118520+00:00,San Francisco Giants,Athletics,0.3438,0.4884,-0.1446,4.5,5.3488,5.25,6.5349,0.436,1,1,0,True,True,0,2,3,-1,5,11,-6,1.25,0.3438,0.4884,0.3543,-0.1,-0.1364,0.0364,-0.1562,-0.0116,-0.1446,ok,"recent_schedule_notes=San Francisco Giants:ok,Athletics:ok",2026-06-30T12:09:40.290275+00:00
823209,2026-06-25,2026-06-25T19:45:00+00:00,2026-06-25T17:20:24.429757+00:00,San Francisco Giants,Athletics,0.3939,0.4773,-0.0833,4.4545,5.2273,4.9697,6.2955,0.553,1,1,0,True,True,0,3,3,0,6,11,-5,0.75,0.3939,0.4773,0.4159,0.0,-0.1364,0.1364,-0.1061,-0.0227,-0.0833,ok,"recent_schedule_notes=San Francisco Giants:ok,Athletics:ok",2026-06-30T12:09:40.290275+00:00
823210,2026-06-23,2026-06-24T01:45:00+00:00,2026-06-23T23:14:51.379243+00:00,San Francisco Giants,Athletics,0.3438,0.5116,-0.1679,4.6562,5.4419,5.375,6.5116,0.351,2,2,0,False,False,0,2,4,-2,5,12,-7,1.75,0.3438,0.5116,0.3333,-0.1,-0.0833,-0.0167,-0.1562,0.0116,-0.1679,ok,"recent_schedule_notes=San Francisco Giants:ok,Athletics:ok",2026-06-30T12:09:40.290275+00:00
823211,2026-06-12,2026-06-13T02:15:00+00:00,2026-06-12T23:22:44.338782+00:00,San Francisco Giants,Chicago Cubs,0.3438,0.2727,0.071,5.0312,3.5758,5.75,5.0,0.7055,2,1,1,False,True,-1,4,5,-1,9,10,-1,1.0,0.3438,0.2727,0.5828,-0.0556,-0.2,0.1444,-0.1562,-0.2273,0.071,ok,"recent_schedule_notes=San Francisco Giants:ok,Chicago Cubs:ok",2026-06-30T12:09:40.290275+00:00
823212,2026-06-14,2026-06-14T19:10:00+00:00,2026-06-14T12:01:32.809155+00:00,San Francisco Giants,Chicago Cubs,0.3333,0.3235,0.0098,4.9091,3.8529,5.7879,4.8235,0.0918,1,1,0,True,True,0,3,5,-2,10,10,0,0.7,0.3333,0.3235,0.5111,-0.2,-0.1,-0.1,-0.1667,-0.1765,0.0098,ok,"recent_schedule_notes=San Francisco Giants:ok,Chicago Cubs:ok",2026-06-30T12:09:40.290275+00:00
823213,2026-06-13,2026-06-14T02:05:00+00:00,2026-06-13T14:54:26.594670+00:00,San Francisco Giants,Chicago Cubs,0.3438,0.303,0.0407,5.0625,3.697,5.7812,4.9091,0.4934,1,1,0,True,True,0,3,5,-2,9,9,0,0.7,0.3438,0.303,0.5464,-0.1667,-0.1667,0.0,-0.1562,-0.197,0.0407,ok,"recent_schedule_notes=San Francisco Giants:ok,Chicago Cubs:ok",2026-06-30T12:09:40.290275+00:00
823214,2026-06-09,2026-06-10T01:45:00+00:00,2026-06-09T22:25:45.628325+00:00,San Francisco Giants,Washington Nationals,0.4194,0.5714,-0.1521,5.2581,5.5357,5.4516,4.5357,-1.1935,1,1,0,True,True,0,4,4,0,8,7,1,-0.15,0.4194,0.5714,0.3514,0.125,0.0714,0.0536,-0.0806,0.0714,-0.1521,ok,"recent_schedule_notes=San Francisco Giants:ok,Washington Nationals:ok",2026-06-30T12:09:40.290275+00:00
823215,2026-06-10,2026-06-10T19:45:00+00:00,2026-06-10T18:34:29.577011+00:00,San Francisco Giants,Washington Nationals,0.375,0.6207,-0.2457,5.0625,5.6207,5.4062,4.4138,-1.5506,1,1,0,True,True,0,5,4,1,9,8,1,-0.5,0.375,0.6207,0.2683,0.0556,0.25,-0.1944,-0.125,0.1207,-0.2457,ok,"recent_schedule_notes=San Francisco Giants:ok,Washington Nationals:ok",2026-06-30T12:09:40.290275+00:00
823218,2026-06-08,2026-06-09T01:45:00+00:00,2026-06-08T23:48:33.404711+00:00,San Francisco Giants,Washington Nationals,0.4,0.5357,-0.1357,5.3667,5.6429,5.9,4.7143,-1.4619,1,1,0,True,True,0,3,4,-1,7,7,0,0.35,0.4,0.5357,0.3662,0.0714,-0.0714,0.1429,-0.1,0.0357,-0.1357,ok,"recent_schedule_notes=San Francisco Giants:ok,Washington Nationals:ok",2026-06-30T12:09:40.290275+00:00
823281,2026-06-28,2026-06-28T20:10:00+00:00,2026-06-28T18:11:49.085308+00:00,San Diego Padres,Los Angeles Dodgers,0.5143,0.625,-0.1107,4.1143,4.7,4.2,3.725,-1.0607,1,1,0,True,True,0,4,3,1,10,8,2,-0.65,0.5143,0.625,0.3885,0.3,0.0,0.3,0.0143,0.125,-0.1107,ok,"recent_schedule_notes=San Diego Padres:ok,Los Angeles Dodgers:ok",2026-06-30T12:09:40.290275+00:00
823283,2026-06-27,2026-06-28T00:40:00+00:00,2026-06-27T22:11:05.103138+00:00,San Diego Padres,Los Angeles Dodgers,0.5152,0.641,-0.1259,4.0606,4.5128,3.9697,3.5897,-0.8322,1,1,0,True,True,0,4,2,2,10,8,2,-1.0,0.5152,0.641,0.373,0.3,0.0,0.3,0.0152,0.141,-0.1259,ok,"recent_schedule_notes=San Diego Padres:ok,Los Angeles Dodgers:ok",2026-06-30T12:09:40.290275+00:00
823284,2026-06-24,2026-06-25T00:40:00+00:00,2026-06-24T23:14:43.118520+00:00,San Diego Padres,Atlanta Braves,0.4062,0.48,-0.0737,3.5312,4.04,4.0625,4.36,-0.2112,1,1,0,True,True,0,4,4,0,8,7,1,-0.15,0.4062,0.48,0.4257,0.125,-0.2143,0.3393,-0.0938,-0.02,-0.0737,ok,"recent_schedule_notes=San Diego Padres:ok,Atlanta Braves:ok",2026-06-30T12:09:40.290275+00:00
823285,2026-06-26,2026-06-27T01:45:00+00:00,2026-06-26T22:20:58.424642+00:00,San Diego Padres,Los Angeles Dodgers,0.4848,0.6667,-0.1818,3.8485,4.5897,4.0303,3.4359,-1.3357,1,2,-1,True,False,1,5,2,3,10,8,2,-1.85,0.4848,0.6667,0.32,0.2,0.125,0.075,-0.0152,0.1667,-0.1818,ok,"recent_schedule_notes=San Diego Padres:ok,Los Angeles Dodgers:ok",2026-06-30T12:09:40.290275+00:00
823286,2026-06-23,2026-06-24T01:40:00+00:00,2026-06-23T23:14:51.379243+00:00,San Diego Padres,Atlanta Braves,0.3548,0.5,-0.1452,3.4516,4.0,4.1613,4.2917,-0.418,1,1,0,True,True,0,4,3,1,7,6,1,-0.5,0.3548,0.5,0.3548,-0.0714,-0.1667,0.0952,-0.1452,0.0,-0.1452,ok,"recent_schedule_notes=San Diego Padres:ok,Atlanta Braves:ok",2026-06-30T12:09:40.290275+00:00
823287,2026-06-10,2026-06-10T20:10:00+00:00,2026-06-10T18:34:29.577011+00:00,San Diego Padres,Cincinnati Reds,0.4138,0.3704,0.0434,3.069,4.5556,3.7241,5.7037,0.493,1,1,0,True,True,0,5,4,1,10,8,2,-0.65,0.4138,0.3704,0.5455,-0.1,-0.375,0.275,-0.0862,-0.1296,0.0434,ok,"recent_schedule_notes=San Diego Padres:ok,Cincinnati Reds:ok",2026-06-30T12:09:40.290275+00:00
823288,2026-06-22,2026-06-23T02:10:00+00:00,2026-06-22T23:27:07.473559+00:00,San Diego Padres,Atlanta Braves,0.3548,0.5,-0.1452,3.4839,4.0,4.1613,4.3333,-0.3441,1,1,0,True,True,0,4,3,1,7,5,2,-0.65,0.3548,0.5,0.3548,-0.2143,-0.1,-0.1143,-0.1452,0.0,-0.1452,ok,"recent_schedule_notes=San Diego Padres:ok,Atlanta Braves:ok",2026-06-30T12:09:40.290275+00:00
823289,2026-06-08,2026-06-09T01:40:00+00:00,2026-06-08T23:48:33.404711+00:00,San Diego Padres,Cincinnati Reds,0.4286,0.4231,0.0055,2.8929,4.6923,3.6786,5.3846,-0.0934,1,1,0,True,True,0,5,4,1,8,7,1,-0.5,0.4286,0.4231,0.5056,-0.25,-0.3571,0.1071,-0.0714,-0.0769,0.0055,ok,"recent_schedule_notes=San Diego Padres:ok,Cincinnati Reds:ok",2026-06-30T12:09:40.290275+00:00
823290,2026-06-09,2026-06-10T01:40:00+00:00,2026-06-09T22:25:45.628325+00:00,San Diego Padres,Cincinnati Reds,0.4286,0.3846,0.044,2.9643,4.6538,3.6786,5.5769,0.2088,1,1,0,True,True,0,5,4,1,9,7,2,-0.65,0.4286,0.3846,0.5455,-0.1667,-0.3571,0.1905,-0.0714,-0.1154,0.044,ok,"recent_schedule_notes=San Diego Padres:ok,Cincinnati Reds:ok",2026-06-30T12:09:40.290275+00:00
823291,2026-06-07,2026-06-07T20:10:00+00:00,2026-06-07T10:56:39.401112+00:00,San Diego Padres,New York Mets,0.4074,0.5,-0.0926,2.7778,4.4667,3.7037,3.8667,-1.5259,1,1,0,True,True,0,4,3,1,7,9,-2,-0.05,0.4074,0.5,0.4074,-0.3571,-0.0556,-0.3016,-0.0926,0.0,-0.0926,ok,"recent_schedule_notes=San Diego Padres:ok,New York Mets:ok",2026-06-30T12:09:40.290275+00:00
823292,2026-06-06,2026-06-07T02:10:00+00:00,2026-06-06T13:40:39.003341+00:00,San Diego Padres,New York Mets,0.3846,0.4828,-0.0981,2.8077,4.4483,3.6538,4.1034,-1.191,1,1,0,True,True,0,3,3,0,6,8,-2,0.3,0.3846,0.4828,0.4011,-0.5,0.0,-0.5,-0.1154,-0.0172,-0.0981,ok,"recent_schedule_notes=San Diego Padres:ok,New York Mets:ok",2026-06-30T12:09:40.290275+00:00
823293,2026-06-05,2026-06-06T01:40:00+00:00,2026-06-05T23:08:37.410209+00:00,San Diego Padres,New York Mets,0.4231,0.4828,-0.0597,3.0,4.6207,3.5,4.2759,-0.8448,1,2,-1,True,False,1,3,4,-1,6,8,-2,0.15,0.4231,0.4828,0.44,-0.3333,0.0,-0.3333,-0.0769,-0.0172,-0.0597,ok,"recent_schedule_notes=San Diego Padres:ok,New York Mets:ok",2026-06-30T12:09:40.290275+00:00
823362,2026-06-28,2026-06-28T17:35:00+00:00,2026-06-28T16:20:35.050103+00:00,Pittsburgh Pirates,Cincinnati Reds,0.4706,0.3793,0.0913,5.6471,3.8276,5.5294,4.8276,1.1176,1,1,0,True,True,0,3,2,1,7,6,1,-0.5,0.4706,0.3793,0.5926,-0.0714,0.0,-0.0714,-0.0294,-0.1207,0.0913,ok,"recent_schedule_notes=Pittsburgh Pirates:ok,Cincinnati Reds:ok",2026-06-30T12:09:40.290275+00:00
823363,2026-06-26,2026-06-26T22:40:00+00:00,2026-06-26T22:20:58.424642+00:00,Pittsburgh Pirates,Cincinnati Reds,0.4706,0.3214,0.1492,5.5,3.5,5.5882,4.75,1.1618,1,2,-1,True,False,1,3,2,1,8,6,2,-1.15,0.4706,0.3214,0.6524,-0.125,-0.1667,0.0417,-0.0294,-0.1786,0.1492,ok,"recent_schedule_notes=Pittsburgh Pirates:ok,Cincinnati Reds:ok",2026-06-30T12:09:40.290275+00:00
823364,2026-06-27,2026-06-27T20:05:00+00:00,2026-06-27T18:12:17.625259+00:00,Pittsburgh Pirates,Cincinnati Reds,0.4706,0.3571,0.1134,5.5,3.6429,5.4706,4.75,1.1366,1,1,0,True,True,0,3,2,1,8,6,2,-0.65,0.4706,0.3571,0.6154,-0.125,0.0,-0.125,-0.0294,-0.1429,0.1134,ok,"recent_schedule_notes=Pittsburgh Pirates:ok,Cincinnati Reds:ok",2026-06-30T12:09:40.290275+00:00
823365,2026-06-23,2026-06-23T22:40:00+00:00,2026-06-23T21:04:58.426477+00:00,Pittsburgh Pirates,Seattle Mariners,0.5,0.5882,-0.0882,5.5,4.2941,5.5294,3.9412,-0.3824,2,2,0,False,False,0,4,4,0,10,10,0,0.0,0.5,0.5882,0.4118,0.0,-0.1,0.1,0.0,0.0882,-0.0882,ok,"recent_schedule_notes=Pittsburgh Pirates:ok,Seattle Mariners:ok",2026-06-30T12:09:40.290275+00:00
823366,2026-06-25,2026-06-25T16:35:00+00:00,2026-06-25T14:48:28.010175+00:00,Pittsburgh Pirates,Seattle Mariners,0.4706,0.5882,-0.1176,5.7059,3.9706,5.5882,4.0294,0.1765,1,1,0,True,True,0,2,2,0,8,9,-1,0.15,0.4706,0.5882,0.3836,-0.125,-0.1667,0.0417,-0.0294,0.0882,-0.1176,ok,"recent_schedule_notes=Pittsburgh Pirates:ok,Seattle Mariners:ok",2026-06-30T12:09:40.290275+00:00
823367,2026-06-24,2026-06-24T22:40:00+00:00,2026-06-24T21:40:46.563377+00:00,Pittsburgh Pirates,Seattle Mariners,0.4706,0.6176,-0.1471,5.4412,4.2059,5.5882,3.7647,-0.5882,1,1,0,True,True,0,3,3,0,9,10,-1,0.15,0.4706,0.6176,0.3549,-0.0556,-0.1,0.0444,-0.0294,0.1176,-0.1471,ok,"recent_schedule_notes=Pittsburgh Pirates:ok,Seattle Mariners:ok",2026-06-30T12:09:40.290275+00:00
823368,2026-06-14,2026-06-14T16:15:00+00:00,2026-06-14T12:01:32.809155+00:00,Pittsburgh Pirates,Miami Marlins,0.4667,0.5556,-0.0889,5.3667,4.4444,5.7,4.1481,-0.6296,1,1,0,True,True,0,3,3,0,6,6,0,0.0,0.4667,0.5556,0.4118,-0.1667,0.3333,-0.5,-0.0333,0.0556,-0.0889,ok,"recent_schedule_notes=Pittsburgh Pirates:ok,Miami Marlins:ok",2026-06-30T12:09:40.290275+00:00
823369,2026-06-13,2026-06-13T20:05:00+00:00,2026-06-13T14:54:26.594670+00:00,Pittsburgh Pirates,Miami Marlins,0.4667,0.5556,-0.0889,5.5,4.4074,5.7,4.3704,-0.237,1,1,0,True,True,0,3,3,0,6,6,0,0.0,0.4667,0.5556,0.4118,-0.3333,0.5,-0.8333,-0.0333,0.0556,-0.0889,ok,"recent_schedule_notes=Pittsburgh Pirates:ok,Miami Marlins:ok",2026-06-30T12:09:40.290275+00:00
823370,2026-06-12,2026-06-12T22:40:00+00:00,2026-06-12T21:52:30.159126+00:00,Pittsburgh Pirates,Miami Marlins,0.4667,0.5556,-0.0889,5.5333,4.4444,5.7667,4.4444,-0.2333,1,1,0,True,True,0,3,3,0,7,6,1,-0.15,0.4667,0.5556,0.4118,-0.2143,0.3333,-0.5476,-0.0333,0.0556,-0.0889,ok,"recent_schedule_notes=Pittsburgh Pirates:ok,Miami Marlins:ok",2026-06-30T12:09:40.290275+00:00
823371,2026-06-11,2026-06-11T22:40:00+00:00,2026-06-11T21:25:37.149013+00:00,Pittsburgh Pirates,Los Angeles Dodgers,0.5,0.6944,-0.1944,5.4333,5.4444,5.5333,2.8333,-2.7111,1,1,0,True,True,0,2,2,0,8,10,-2,0.3,0.5,0.6944,0.3056,-0.125,0.1,-0.225,0.0,0.1944,-0.1944,ok,"recent_schedule_notes=Pittsburgh Pirates:ok,Los Angeles Dodgers:ok",2026-06-30T12:09:40.290275+00:00
823372,2026-06-10,2026-06-10T22:40:00+00:00,2026-06-10T21:27:34.957253+00:00,Pittsburgh Pirates,Los Angeles Dodgers,0.4828,0.6944,-0.2117,5.3103,5.3056,5.4483,2.8333,-2.6102,1,1,0,True,True,0,2,3,-1,9,11,-2,0.65,0.4828,0.6944,0.2911,-0.1667,0.2273,-0.3939,-0.0172,0.1944,-0.2117,ok,"recent_schedule_notes=Pittsburgh Pirates:ok,Los Angeles Dodgers:ok",2026-06-30T12:09:40.290275+00:00
823373,2026-05-31,2026-05-31T17:35:00+00:00,2026-05-31T16:07:50.641249+00:00,Pittsburgh Pirates,Minnesota Twins,0.5556,0.4815,0.0741,5.1481,4.3704,4.6667,5.1111,1.2222,1,1,0,True,True,0,3,3,0,7,7,0,0.0,0.5556,0.4815,0.5738,0.2143,-0.2143,0.4286,0.0556,-0.0185,0.0741,ok,"recent_schedule_notes=Pittsburgh Pirates:ok,Minnesota Twins:ok",2026-06-30T12:09:40.290275+00:00
823374,2026-06-09,2026-06-09T22:40:00+00:00,2026-06-09T22:25:45.628325+00:00,Pittsburgh Pirates,Los Angeles Dodgers,0.4828,0.6667,-0.1839,5.4138,5.0278,5.2759,2.9444,-1.9454,2,2,0,False,False,0,2,4,-2,9,12,-3,1.15,0.4828,0.6667,0.3182,-0.0556,0.1667,-0.2222,-0.0172,0.1667,-0.1839,ok,"recent_schedule_notes=Pittsburgh Pirates:ok,Los Angeles Dodgers:ok",2026-06-30T12:09:40.290275+00:00
823375,2026-05-30,2026-05-30T20:05:00+00:00,2026-05-30T19:14:08.902169+00:00,Pittsburgh Pirates,Minnesota Twins,0.5185,0.5185,0.0,4.963,4.2963,4.7037,4.7778,0.7407,1,1,0,True,True,0,3,3,0,7,7,0,0.0,0.5185,0.5185,0.5,0.0714,-0.0714,0.1429,0.0185,0.0185,0.0,ok,"recent_schedule_notes=Pittsburgh Pirates:ok,Minnesota Twins:ok",2026-06-30T12:09:40.290275+00:00
823444,2026-06-29,2026-06-29T22:40:00+00:00,2026-06-29T21:41:01.527450+00:00,Philadelphia Phillies,Pittsburgh Pirates,0.6552,0.4706,0.1846,5.1379,5.7353,4.4483,5.5,0.4544,1,1,0,True,True,0,3,3,0,7,6,1,-0.15,0.6552,0.4706,0.6813,0.2143,0.0,0.2143,0.1552,-0.0294,0.1846,ok,"recent_schedule_notes=Philadelphia Phillies:ok,Pittsburgh Pirates:ok",2026-06-30T12:09:40.290275+00:00
823445,2026-06-30,2026-06-30T22:40:00+00:00,2026-06-30T11:49:41.773066+00:00,Philadelphia Phillies,Pittsburgh Pirates,0.6429,0.4706,0.1723,5.3571,5.7647,4.75,5.4412,0.2836,1,1,0,True,True,0,3,3,0,7,7,0,0.0,0.6429,0.4706,0.6694,0.2143,0.0714,0.1429,0.1429,-0.0294,0.1723,ok,"recent_schedule_notes=Philadelphia Phillies:ok,Pittsburgh Pirates:ok",2026-06-30T12:09:40.290275+00:00
823447,2026-06-20,2026-06-20T23:15:00+00:00,2026-06-20T22:18:04.386974+00:00,Philadelphia Phillies,New York Mets,0.5926,0.4667,0.1259,3.8889,3.8667,3.7778,3.9667,0.2111,2,2,0,False,False,0,2,2,0,6,6,0,0.0,0.5926,0.4667,0.6244,0.0,0.0,0.0,0.0926,-0.0333,0.1259,ok,"recent_schedule_notes=Philadelphia Phillies:ok,New York Mets:ok",2026-06-30T12:09:40.290275+00:00
823448,2026-06-18,2026-06-18T22:40:00+00:00,2026-06-18T21:26:08.371620+00:00,Philadelphia Phillies,New York Mets,0.5714,0.4194,0.1521,3.7857,3.871,3.8929,4.2581,0.28,1,1,0,True,True,0,3,3,0,6,7,-1,0.15,0.5714,0.4194,0.6486,0.0,0.0714,-0.0714,0.0714,-0.0806,0.1521,ok,"recent_schedule_notes=Philadelphia Phillies:ok,New York Mets:ok",2026-06-30T12:09:40.290275+00:00
823449,2026-06-21,2026-06-21T23:20:00+00:00,2026-06-21T22:20:49.121883+00:00,Philadelphia Phillies,New York Mets,0.6071,0.4333,0.1738,4.2857,3.9,3.75,4.4333,1.069,1,1,0,True,True,0,2,2,0,6,6,0,0.0,0.6071,0.4333,0.669,0.0,0.0,0.0,0.1071,-0.0667,0.1738,ok,"recent_schedule_notes=Philadelphia Phillies:ok,New York Mets:ok",2026-06-30T12:09:40.290275+00:00
823450,2026-06-17,2026-06-17T17:05:00+00:00,2026-06-17T13:54:21.557616+00:00,Philadelphia Phillies,Miami Marlins,0.6071,0.5556,0.0516,3.8214,4.1111,3.6071,4.1111,0.2143,1,1,0,True,True,0,3,3,0,6,7,-1,0.15,0.6071,0.5556,0.5528,0.1667,0.0714,0.0952,0.1071,0.0556,0.0516,ok,"recent_schedule_notes=Philadelphia Phillies:ok,Miami Marlins:ok",2026-06-30T12:09:40.290275+00:00
823451,2026-06-16,2026-06-16T22:40:00+00:00,2026-06-16T21:14:10.018628+00:00,Philadelphia Phillies,Miami Marlins,0.6071,0.5556,0.0516,3.75,4.1481,3.5357,4.037,0.1032,1,1,0,True,True,0,3,3,0,6,7,-1,0.15,0.6071,0.5556,0.5528,0.0,0.2143,-0.2143,0.1071,0.0556,0.0516,ok,"recent_schedule_notes=Philadelphia Phillies:ok,Miami Marlins:ok",2026-06-30T12:09:40.290275+00:00
823452,2026-06-15,2026-06-15T22:40:00+00:00,2026-06-15T10:30:49.037896+00:00,Philadelphia Phillies,Miami Marlins,0.6071,0.5926,0.0146,3.7143,4.5185,3.5357,3.963,-0.377,1,1,0,True,True,0,3,3,0,6,6,0,0.0,0.6071,0.5926,0.5152,0.0,0.3333,-0.3333,0.1071,0.0926,0.0146,ok,"recent_schedule_notes=Philadelphia Phillies:ok,Miami Marlins:ok",2026-06-30T12:09:40.290275+00:00
823453,2026-06-07,2026-06-07T17:35:00+00:00,2026-06-07T10:56:39.401112+00:00,Philadelphia Phillies,Chicago White Sox,0.6429,0.6296,0.0132,3.9643,5.5556,3.3214,4.5185,-0.3942,1,1,0,True,True,0,3,2,1,7,6,1,-0.5,0.6429,0.6296,0.5143,0.2143,0.0,0.2143,0.1429,0.1296,0.0132,ok,"recent_schedule_notes=Philadelphia Phillies:ok,Chicago White Sox:ok",2026-06-30T12:09:40.290275+00:00
823454,2026-06-06,2026-06-06T20:05:00+00:00,2026-06-06T13:40:39.003341+00:00,Philadelphia Phillies,Chicago White Sox,0.6429,0.6154,0.0275,3.8929,5.5385,3.5357,4.5769,-0.6044,1,1,0,True,True,0,3,2,1,8,6,2,-0.65,0.6429,0.6154,0.5294,0.25,0.0,0.25,0.1429,0.1154,0.0275,ok,"recent_schedule_notes=Philadelphia Phillies:ok,Chicago White Sox:ok",2026-06-30T12:09:40.290275+00:00
823455,2026-06-05,2026-06-05T22:40:00+00:00,2026-06-05T21:25:18.854859+00:00,Philadelphia Phillies,Chicago White Sox,0.6429,0.6154,0.0275,3.8214,5.3846,3.4286,4.5769,-0.4148,1,2,-1,True,False,1,3,2,1,8,6,2,-1.15,0.6429,0.6154,0.5294,0.125,0.1667,-0.0417,0.1429,0.1154,0.0275,ok,"recent_schedule_notes=Philadelphia Phillies:ok,Chicago White Sox:ok",2026-06-30T12:09:40.290275+00:00
823456,2026-06-03,2026-06-03T22:40:00+00:00,2026-06-03T21:48:35.136209+00:00,Philadelphia Phillies,San Diego Padres,0.6429,0.4615,0.1813,3.8571,3.2308,3.25,3.4615,0.8379,1,1,0,True,True,0,3,2,1,7,5,2,-0.65,0.6429,0.4615,0.6774,0.0714,-0.3,0.3714,0.1429,-0.0385,0.1813,ok,"recent_schedule_notes=Philadelphia Phillies:ok,San Diego Padres:ok",2026-06-30T12:09:40.290275+00:00
823457,2026-06-04,2026-06-04T17:05:00+00:00,2026-06-04T14:58:51.159192+00:00,Philadelphia Phillies,San Diego Padres,0.6429,0.4615,0.1813,3.9286,3.2308,3.3214,3.4615,0.8379,1,1,0,True,True,0,2,2,0,7,5,2,-0.3,0.6429,0.4615,0.6774,0.0714,-0.3,0.3714,0.1429,-0.0385,0.1813,ok,"recent_schedule_notes=Philadelphia Phillies:ok,San Diego Padres:ok",2026-06-30T12:09:40.290275+00:00
823460,2026-06-02,2026-06-02T22:40:00+00:00,2026-06-02T21:54:22.349462+00:00,Philadelphia Phillies,San Diego Padres,0.6429,0.5,0.1429,4.0,3.3077,3.25,3.4615,0.9038,2,2,0,False,False,0,4,2,2,7,5,2,-1.0,0.6429,0.5,0.6429,0.0714,-0.3,0.3714,0.1429,0.0,0.1429,ok,"recent_schedule_notes=Philadelphia Phillies:ok,San Diego Padres:ok",2026-06-30T12:09:40.290275+00:00
823528,2026-06-30,2026-06-30T23:05:00+00:00,2026-06-30T11:49:41.773066+00:00,New York Yankees,Detroit Tigers,0.4815,0.5556,-0.0741,4.5926,5.1111,4.5185,3.4444,-1.5926,1,1,0,True,True,0,3,3,0,7,7,0,0.0,0.4815,0.5556,0.4262,-0.2143,-0.2143,0.0,-0.0185,0.0556,-0.0741,ok,"recent_schedule_notes=New York Yankees:ok,Detroit Tigers:ok",2026-06-30T12:09:40.290275+00:00
823529,2026-06-29,2026-06-29T23:05:00+00:00,2026-06-29T21:41:01.527450+00:00,New York Yankees,Detroit Tigers,0.5,0.5185,-0.0185,4.75,4.8889,4.3929,3.5926,-0.9392,1,1,0,True,True,0,3,3,0,7,7,0,0.0,0.5,0.5185,0.4815,-0.2143,-0.2143,0.0,0.0,0.0185,-0.0185,ok,"recent_schedule_notes=New York Yankees:ok,Detroit Tigers:ok",2026-06-30T12:09:40.290275+00:00
